,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
12,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-09-14 15:32:25,2023-09-07 01:03:05,4083,5.0,2284,480,2275,92,878,16801,2023-05-04 09:55:49,3.3.0,,,56,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2201.0,2201.0,601,31,True,3,,,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-09-21 04:02:00,2023-09-21 04:01:59,2643,140.0,624,71,3059,162,763,5660,2023-09-08 05:23:14,1.1.6,2110.0,39.0,91,Build Production-Grade AI Applications.,1276.0,1276.0,177,31,True,2,,"['tensorflow', 'pytorch', 'onnx']",
14,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-09-21 15:51:21,2023-09-21 13:02:11,7830,154.0,2111,242,736,44,1393,5942,2023-07-24 04:28:54,2.13.0,,,100,"A flexible, high-performance serving system for machine learning models.",14.0,14.0,219,30,True,2,,['tensorflow'],
15,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-09-21 16:49:43,2023-09-19 22:20:35,3503,66.0,753,57,1213,296,1091,3645,2023-08-28 23:20:20,0.8.2,4905.0,119.0,19,"Serve, optimize and scale PyTorch models in production.",505.0,505.0,174,30,True,2,,['pytorch'],
16,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-09-21 15:56:24,2023-09-21 02:36:53,3145,87.0,1230,128,3200,262,2775,6084,2023-08-30 18:06:53,2.37.0,201522.0,3474.0,58,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,106,29,True,3,,"['tensorflow', 'pytorch']",
17,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-09-20 12:27:47,2023-09-20 12:27:27,2199,62.0,593,89,230,377,501,4729,2023-08-11 22:49:06,1.12.2,1490.0,29.0,87,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",718.0,718.0,84,29,True,3,,,
18,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-09-19 14:25:36,2023-09-06 10:34:39,7303,26.0,766,83,2875,77,2173,3903,2023-08-17 09:13:00,1.17.1,611.0,8.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",509.0,509.0,199,29,True,3,,"['tensorflow', 'pytorch', 'onnx']",
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-09-21 17:28:34,2023-09-18 07:10:48,1421,36.0,468,76,706,268,416,4928,2023-09-18 07:11:18,0.5.4,926.0,38.0,43,Voil turns Jupyter notebooks into standalone web applications.,10182.0,10182.0,65,28,False,3,,,
20,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5755,392,242,391,362,20624,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,976.0,976.0,109,27,True,1,,,HumanSignal/labelImg
21,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-09-20 15:15:56,2023-09-18 15:21:15,756,32.0,612,271,987,241,311,6978,2023-09-18 15:23:41,2.9.14,,,94,Build and manage real-life data science projects with ease!.,525.0,525.0,72,27,True,3,,,
22,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-09-20 23:53:51,2023-09-20 21:27:26,5319,194.0,654,91,5430,38,829,2001,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,177,26,True,1,1.0,['tensorflow'],
23,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,,360,71,364,95,460,4083,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2584.0,2584.0,105,25,True,3,,,
