,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
10,Kubeflow,mlops-end2end,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2024-02-22 16:51:36,2024-01-27 17:22:15,2534,20.0,2160,364,3614,203,3629,13446,2023-11-01 13:36:46,1.8.0,79342.0,1117.0,89,Machine Learning Toolkit for Kubernetes.,41.0,41.0,304,33,True,1,,,
11,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2024-02-15 15:59:59,2024-01-23 10:42:08,4100,12.0,2295,475,2294,96,881,17136,2024-01-15 15:33:51,3.5.0,,,58,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2316.0,2316.0,614,32,True,3,,,
12,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2024-02-22 11:46:37,2024-02-22 08:27:31,2936,236.0,704,73,3291,194,796,6318,2024-02-20 14:38:13,1.2.4,1930.0,36.0,100,Build Production-Grade AI Applications.,1579.0,1579.0,194,32,True,2,1.0,"['tensorflow', 'pytorch', 'onnx']",
13,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2024-02-22 14:02:18,2024-02-22 14:02:16,8331,235.0,2118,238,747,48,1398,6055,2023-11-21 22:22:47,2.14.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,225,32,True,2,,['tensorflow'],
14,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2024-02-22 17:43:59,2024-02-22 17:42:36,22293,128.0,557,163,6664,701,2388,6053,2024-02-21 20:12:31,2.9.0,27969.0,3496.0,100,Data-Centric Pipelines and Data Versioning.,,,192,31,True,3,,,
15,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2024-02-22 17:05:36,2024-02-22 05:35:03,3677,79.0,779,57,1441,313,1196,3879,2023-10-13 00:21:43,0.9.0,5548.0,120.0,20,"Serve, optimize and scale PyTorch models in production.",603.0,603.0,184,31,True,3,,['pytorch'],
16,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2024-02-22 10:25:37,2024-02-22 10:25:32,2306,61.0,612,92,246,422,522,5081,2024-02-21 14:44:28,1.14.4,2105.0,37.0,95,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",948.0,948.0,90,30,True,3,,,
17,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2024-02-22 14:05:27,2024-02-22 01:29:15,3286,63.0,1318,136,3450,318,2996,6900,2024-01-30 01:16:56,2.42.0,207956.0,3300.0,63,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,113,29,True,3,,"['tensorflow', 'pytorch']",
18,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2024-02-17 21:47:07,2022-09-22 22:12:32,449,,5875,397,245,403,364,21445,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1157.0,1157.0,109,28,False,1,,,HumanSignal/labelImg
19,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2024-02-22 00:07:13,2024-02-21 01:43:08,856,49.0,666,276,1142,248,356,7389,2024-02-21 03:21:24,2.11.3,,,100,"Build and manage real-life ML, AI, and data science projects with ease!.",602.0,602.0,81,28,True,3,1.0,,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2024-02-21 02:14:24,2024-02-07 10:00:20,1443,10.0,475,77,729,283,424,5114,2023-10-31 09:04:25,0.5.5,1033.0,35.0,44,Voil turns Jupyter notebooks into standalone web applications.,10802.0,10802.0,68,28,False,3,,,
21,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2024-02-17 21:29:54,2023-11-13 07:19:19,1344,,364,71,367,97,460,4140,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2861.0,2861.0,105,27,True,3,1.0,,
22,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,,2017-12-20 14:51:54,2024-02-22 15:46:40,2024-02-20 15:58:39,7317,13.0,806,84,3065,95,2185,4135,2024-01-22 14:02:25,1.18.0,902.0,12.0,65,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",536.0,536.0,204,27,False,3,-1.0,"['tensorflow', 'pytorch', 'onnx']",
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2024-02-22 16:54:48,2024-02-20 19:08:09,5546,147.0,677,89,5764,33,850,2057,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,182,25,True,1,,['tensorflow'],
