,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
12,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-07-27 07:48:32,2023-07-26 09:50:09,2566,170.0,595,66,2965,151,749,5346,2023-07-24 20:34:20,1.1.0,2082.0,40.0,86,Build Production-Grade AI Applications.,1128.0,1128.0,166,31,True,2,"['tensorflow', 'pytorch', 'onnx']",,
13,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-07-27 12:36:23,2023-05-04 09:47:52,4078,2.0,2280,482,2272,91,876,16673,2023-05-04 09:55:49,3.3.0,,,56,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2174.0,2174.0,600,30,True,3,,-1.0,
14,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-07-27 17:54:46,2023-07-25 23:29:22,3092,93.0,1207,123,3120,266,2642,5751,2023-06-30 01:39:56,2.35.0,198018.0,3536.0,56,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,105,29,True,2,"['tensorflow', 'pytorch']",,
15,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-07-27 11:54:19,2023-07-27 11:54:19,2165,82.0,579,86,226,369,478,4576,2023-07-21 11:24:24,1.12.0,1401.0,28.0,85,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",647.0,647.0,84,29,True,3,,,
16,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-07-27 13:56:32,2023-07-27 13:52:16,7294,30.0,756,83,2824,57,2169,3837,2023-07-13 09:37:01,1.17.0,473.0,7.0,60,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",495.0,495.0,199,29,True,2,"['tensorflow', 'pytorch', 'onnx']",,
17,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5708,386,242,384,360,20276,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,938.0,938.0,109,28,True,1,,,HumanSignal/labelImg
18,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-07-27 15:30:59,2023-07-27 15:30:59,742,73.0,608,268,951,227,308,6866,2023-07-17 14:03:16,2.9.11,,,91,Build and manage real-life data science projects with ease!.,497.0,497.0,72,28,True,3,,,
19,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-07-25 17:14:13,2023-07-25 17:14:10,7732,144.0,2106,243,728,41,1382,5914,2023-07-24 04:28:54,2.13.0,,,100,"A flexible, high-performance serving system for machine learning models.",2.0,2.0,216,28,True,3,['tensorflow'],,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-07-27 13:51:03,2023-07-27 06:55:40,1392,13.0,464,76,686,274,392,4851,2023-06-26 10:19:09,0.4.1,765.0,34.0,33,Voil turns Jupyter notebooks into standalone web applications.,9997.0,9997.0,65,28,False,3,,,
21,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-07-26 21:15:49,2023-07-26 03:56:36,3456,68.0,744,55,1156,284,1055,3573,2023-06-14 23:54:09,0.8.1,4835.0,123.0,18,"Serve, optimize and scale PyTorch models in production.",,,164,26,True,3,['pytorch'],,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,2.0,359,71,364,94,459,4070,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2492.0,2492.0,105,25,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-07-27 17:43:08,2023-07-27 17:08:11,5190,126.0,643,92,5240,39,813,1979,2023-05-03 18:43:05,1.13.0,,,89,TFX is an end-to-end platform for deploying production ML pipelines.,,,175,25,True,1,['tensorflow'],,
