,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
12,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2024-03-07 09:45:13,2024-03-07 09:45:12,2971,265.0,713,71,3325,194,798,6370,2024-03-05 09:22:18,1.2.5,1898.0,35.0,100,Build Production-Grade AI Applications.,1619.0,1619.0,194,32,True,2,1.0,"['tensorflow', 'pytorch', 'onnx']",
13,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2024-03-06 22:14:50,2024-03-06 22:14:47,8366,231.0,2120,238,747,49,1400,6063,2023-11-21 22:22:47,2.14.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,227,32,True,2,,['tensorflow'],
14,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2024-03-07 17:51:24,2024-03-06 19:51:28,22322,141.0,558,164,6710,702,2388,6060,2024-02-29 18:39:54,2.8.5,28729.0,3192.0,100,Data-Centric Pipelines and Data Versioning.,,,193,31,True,3,,,
15,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2024-03-07 09:26:52,2024-03-06 18:38:29,3700,91.0,784,57,1471,318,1210,3894,2023-10-13 00:21:43,0.9.0,5576.0,118.0,20,"Serve, optimize and scale PyTorch models in production.",615.0,615.0,186,31,True,3,,['pytorch'],
16,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2024-03-07 16:00:41,2024-03-06 07:11:26,2312,62.0,614,93,253,430,527,5107,2024-02-21 14:44:28,1.14.4,2167.0,38.0,95,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",971.0,971.0,92,30,True,3,,,
17,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2024-03-07 18:03:24,2024-03-06 22:08:42,3295,66.0,1327,136,3469,336,3010,6976,2024-03-01 01:13:32,2.43.0,208770.0,3262.0,64,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,115,29,True,3,,"['tensorflow', 'pytorch']",
18,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2024-02-17 21:47:07,2022-09-22 22:12:32,449,,5880,396,245,403,364,21524,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1175.0,1175.0,109,28,False,1,,,HumanSignal/labelImg
19,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2024-03-07 00:42:44,2024-03-07 00:36:13,862,49.0,673,278,1146,241,364,7433,2024-02-27 00:37:38,2.11.4,,,100,"Build and manage real-life ML, AI, and data science projects with ease!.",607.0,607.0,82,28,True,3,1.0,,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2024-02-21 02:14:24,2024-02-07 10:00:20,1443,6.0,476,77,729,283,426,5128,2023-10-31 09:04:25,0.5.5,1045.0,34.0,44,Voil turns Jupyter notebooks into standalone web applications.,10851.0,10851.0,68,27,False,3,-1.0,,
21,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,,2017-12-20 14:51:54,2024-03-07 16:53:22,2024-02-29 09:37:16,7319,15.0,811,86,3115,96,2185,4150,2024-02-29 16:44:51,1.18.1,924.0,12.0,68,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",538.0,538.0,204,27,False,3,-1.0,"['tensorflow', 'pytorch', 'onnx']",
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2024-02-17 21:29:54,2023-11-13 07:19:19,1344,,365,71,367,97,460,4141,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2887.0,2887.0,105,27,True,3,1.0,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2024-03-07 03:55:33,2024-03-06 16:42:17,5564,133.0,679,88,5791,32,852,2060,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,182,24,True,1,-1.0,['tensorflow'],
