,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
10,Kubeflow,mlops-end2end,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2023-10-04 22:20:17,2023-10-04 22:17:15,2488,29.0,2115,365,3513,202,3569,13023,2023-03-29 15:38:55,1.7.0,79089.0,1180.0,83,Machine Learning Toolkit for Kubernetes.,41.0,41.0,299,32,True,1,-1.0,,
11,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-10-05 17:56:50,2023-10-05 01:55:40,22066,212.0,552,163,6303,700,2387,5984,2023-10-04 18:12:32,2.7.4,24428.0,4071.0,100,Data-Centric Pipelines and Data Versioning.,,,187,32,True,3,,,
12,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-10-05 13:43:47,2023-10-05 11:06:13,4086,8.0,2285,480,2278,93,879,16827,2023-10-05 11:21:35,3.4.0,,,57,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2216.0,2216.0,605,31,True,3,,,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-10-03 12:45:17,2023-10-03 12:45:16,2651,119.0,636,71,3069,164,764,5722,2023-09-08 05:23:14,1.1.6,2110.0,39.0,91,Build Production-Grade AI Applications.,1299.0,1299.0,178,31,True,2,,"['tensorflow', 'pytorch', 'onnx']",
14,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-10-05 17:46:17,2023-10-05 13:33:42,3538,96.0,756,56,1272,301,1102,3672,2023-08-28 23:20:20,0.8.2,4956.0,118.0,19,"Serve, optimize and scale PyTorch models in production.",515.0,515.0,175,31,True,2,1.0,['pytorch'],
15,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-10-05 17:43:57,2023-10-05 17:43:54,7890,168.0,2113,242,737,44,1394,5950,2023-09-29 21:29:45,2.13.1,,,100,"A flexible, high-performance serving system for machine learning models.",17.0,17.0,220,30,True,3,,['tensorflow'],
16,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-10-05 17:18:40,2023-10-04 22:45:48,3151,72.0,1237,130,3223,266,2797,6136,2023-09-27 21:40:36,2.38.0,202401.0,3430.0,59,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,106,29,True,3,,"['tensorflow', 'pytorch']",
17,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-10-04 16:45:01,2023-10-02 17:43:44,2206,64.0,597,90,232,383,502,4758,2023-09-25 21:43:22,1.13.1,1494.0,28.0,89,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",740.0,740.0,84,29,True,3,,,
18,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-10-03 22:35:33,2023-09-06 10:34:39,7303,17.0,770,84,2880,81,2174,3928,2023-08-17 09:13:00,1.17.1,657.0,9.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",510.0,510.0,200,29,True,3,,"['tensorflow', 'pytorch', 'onnx']",
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-10-03 16:27:38,2023-10-03 07:45:16,1424,35.0,471,76,709,270,417,4943,2023-09-18 07:11:18,0.5.4,928.0,37.0,43,Voil turns Jupyter notebooks into standalone web applications.,10274.0,10274.0,66,28,False,3,,,
20,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5774,393,242,395,363,20693,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,993.0,993.0,109,27,False,1,,,HumanSignal/labelImg
21,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-10-05 17:55:02,2023-10-05 17:55:01,766,32.0,623,274,1011,242,312,7013,2023-09-29 17:42:42,2.9.15,,,95,Build and manage real-life data science projects with ease!.,534.0,534.0,73,27,True,3,,,
22,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-10-05 17:56:01,2023-10-04 19:18:06,5349,206.0,657,89,5472,37,832,2003,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,178,26,True,1,1.0,['tensorflow'],
23,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,,360,71,364,95,460,4091,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2599.0,2599.0,105,25,True,3,,,
