,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
10,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-12-20 20:45:43,2023-12-20 20:45:40,8146,309.0,2117,240,743,45,1397,6022,2023-11-21 22:22:47,2.14.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,222,32,True,2,1.0,['tensorflow'],
11,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-12-21 05:27:04,2023-12-17 16:24:46,4089,5.0,2287,478,2285,95,880,16977,2023-10-05 11:21:35,3.4.0,,,57,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2271.0,2271.0,609,31,True,3,-1.0,,
12,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-12-21 07:53:18,2023-12-19 17:57:31,22192,153.0,554,164,6512,700,2387,6013,2023-12-13 20:13:34,2.8.2,25115.0,3587.0,100,Data-Centric Pipelines and Data Versioning.,,,188,31,True,3,-1.0,,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-12-21 10:22:54,2023-12-16 11:57:25,2708,64.0,664,74,3157,172,787,6004,2023-11-20 04:07:45,1.1.10,2125.0,37.0,95,Build Production-Grade AI Applications.,1431.0,1431.0,190,31,True,2,,"['tensorflow', 'pytorch', 'onnx']",
14,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-12-21 18:01:01,2023-12-21 16:47:42,3624,120.0,767,56,1381,304,1173,3788,2023-10-13 00:21:43,0.9.0,5440.0,123.0,20,"Serve, optimize and scale PyTorch models in production.",571.0,571.0,181,31,True,2,,['pytorch'],
15,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-12-20 16:58:22,2023-12-20 11:14:14,2258,57.0,605,90,241,409,515,4932,2023-11-08 21:09:23,1.13.2,1836.0,34.0,90,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",856.0,856.0,88,30,True,3,1.0,,
16,Streamlit,data-visualization,streamlit/streamlit,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52,2023-12-21 17:05:37,2023-12-21 08:10:29,5987,183.0,2567,300,3981,681,3104,29142,2023-11-30 20:05:51,1.29.0,,,70,Streamlit A faster way to build and share data apps.,,,213,29,True,3,-6.0,['python'],
17,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-12-20 22:56:40,2023-12-19 19:10:09,3242,97.0,1278,133,3383,318,2899,6588,2023-12-20 01:02:35,2.41.0,205303.0,3365.0,62,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,111,29,True,3,,"['tensorflow', 'pytorch']",
18,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-12-07 01:59:46,2022-09-22 22:12:32,449,,5842,392,243,399,363,21153,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1084.0,1084.0,109,28,False,1,,,HumanSignal/labelImg
19,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-12-20 19:00:22,2023-12-12 14:48:29,814,58.0,643,275,1072,249,335,7233,2023-12-04 21:08:28,2.10.8,,,100,Build and manage real-life data science projects with ease!.,572.0,572.0,76,28,True,3,,,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-12-11 10:23:30,2023-12-11 10:23:30,1439,17.0,476,77,722,278,424,5029,2023-10-31 09:04:25,0.5.5,1026.0,38.0,44,Voil turns Jupyter notebooks into standalone web applications.,10629.0,10629.0,68,28,False,3,,,
21,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-12-20 21:13:44,2023-10-09 08:31:40,7304,1.0,789,85,2897,89,2182,4043,2023-08-17 09:13:00,1.17.1,787.0,11.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",524.0,524.0,202,27,True,3,-1.0,"['tensorflow', 'pytorch', 'onnx']",
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-11-13 07:23:02,2023-11-13 07:19:19,1344,2.0,362,71,366,97,460,4124,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2743.0,2743.0,105,26,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-12-21 08:21:54,2023-12-20 21:51:50,5445,125.0,671,89,5641,34,846,2037,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,178,25,True,1,,['tensorflow'],
