,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
11,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-07-27 12:36:23,2023-05-04 09:47:52,4078,,2281,481,2272,91,877,16723,2023-05-04 09:55:49,3.3.0,,,56,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2185.0,2185.0,600,31,True,3,,,
12,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-08-17 17:32:32,2023-08-17 17:32:32,21936,186.0,552,162,6117,700,2387,5963,2023-08-09 23:11:03,2.6.9,18657.0,3731.0,100,Data-Centric Pipelines and Data Versioning.,,,183,31,True,3,,,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-08-17 07:21:13,2023-08-17 02:25:38,2592,161.0,604,67,3003,159,754,5480,2023-08-01 21:11:12,1.1.1,2103.0,40.0,87,Build Production-Grade AI Applications.,1195.0,1195.0,168,31,True,2,"['tensorflow', 'pytorch', 'onnx']",,
14,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-08-17 01:02:11,2023-08-17 01:02:08,7801,171.0,2107,243,728,47,1386,5926,2023-07-24 04:28:54,2.13.0,,,100,"A flexible, high-performance serving system for machine learning models.",11.0,11.0,218,30,True,2,['tensorflow'],2.0,
15,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-08-17 16:59:54,2023-08-16 18:39:11,3115,92.0,1211,125,3149,250,2710,5869,2023-07-28 00:48:38,2.36.0,199146.0,3493.0,57,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,106,29,True,3,"['tensorflow', 'pytorch']",,
16,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-08-15 10:54:10,2023-08-15 10:54:04,2181,77.0,583,87,226,359,496,4627,2023-08-11 22:49:06,1.12.2,1420.0,28.0,87,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",674.0,674.0,84,29,True,3,,,
17,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-08-17 15:58:28,2023-08-15 12:55:57,7298,30.0,759,83,2845,69,2170,3855,2023-08-17 09:13:00,1.17.1,563.0,8.0,61,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",501.0,501.0,199,29,True,3,"['tensorflow', 'pytorch', 'onnx']",,
18,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-08-17 11:15:01,2023-08-09 00:08:33,743,45.0,610,269,955,233,308,6919,2023-07-17 14:03:16,2.9.11,,,91,Build and manage real-life data science projects with ease!.,506.0,506.0,72,28,True,3,,,
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-08-17 09:01:09,2023-08-17 09:01:05,1411,31.0,466,76,697,268,409,4883,2023-08-17 09:01:40,0.5.0,819.0,35.0,39,Voil turns Jupyter notebooks into standalone web applications.,10055.0,10055.0,65,28,False,3,,,
20,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5726,389,242,387,361,20402,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,958.0,958.0,109,27,True,1,,,HumanSignal/labelImg
21,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-08-16 21:02:11,2023-08-08 23:05:58,3463,64.0,746,55,1170,278,1072,3602,2023-06-14 23:54:09,0.8.1,4867.0,121.0,18,"Serve, optimize and scale PyTorch models in production.",,,166,26,True,3,['pytorch'],,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,1.0,359,71,364,94,460,4077,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2523.0,2523.0,105,25,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-08-17 17:59:23,2023-08-17 17:59:17,5227,141.0,649,92,5308,44,814,1986,2023-05-03 18:43:05,1.13.0,,,89,TFX is an end-to-end platform for deploying production ML pipelines.,,,175,25,True,1,['tensorflow'],,
