,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
10,Kubeflow,mlops-end2end,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2023-09-07 14:51:47,2023-09-06 17:34:32,2481,31.0,2099,363,3485,185,3566,12941,2023-03-29 15:38:55,1.7.0,79052.0,1197.0,82,Machine Learning Toolkit for Kubernetes.,41.0,41.0,295,32,True,1,-1.0,,
11,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-09-07 17:43:16,2023-09-07 15:25:41,22006,219.0,551,162,6219,700,2387,5971,2023-08-30 20:41:32,2.7.2,20584.0,4116.0,100,Data-Centric Pipelines and Data Versioning.,,,185,32,True,3,,,
12,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-09-07 01:03:05,2023-09-07 01:03:05,4083,5.0,2282,481,2274,92,878,16768,2023-05-04 09:55:49,3.3.0,,,56,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2194.0,2194.0,601,31,True,3,,,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-09-07 05:11:46,2023-09-07 05:11:46,2623,145.0,614,72,3033,161,761,5596,2023-08-30 01:17:17,1.1.4,2109.0,39.0,89,Build Production-Grade AI Applications.,1250.0,1250.0,174,31,True,2,,"['tensorflow', 'pytorch', 'onnx']",
14,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-08-27 01:03:37,2023-08-27 01:03:33,7803,146.0,2109,243,732,44,1391,5934,2023-07-24 04:28:54,2.13.0,,,100,"A flexible, high-performance serving system for machine learning models.",14.0,14.0,218,30,True,2,,['tensorflow'],
15,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-09-07 14:24:30,2023-09-06 21:38:05,3491,69.0,752,57,1196,293,1081,3626,2023-08-28 23:20:20,0.8.2,4889.0,119.0,19,"Serve, optimize and scale PyTorch models in production.",500.0,500.0,174,30,True,2,,['pytorch'],
16,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-09-07 12:09:57,2023-09-06 17:32:11,3131,87.0,1222,128,3167,247,2758,5995,2023-08-30 18:06:53,2.37.0,200617.0,3458.0,58,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,106,29,True,3,,"['tensorflow', 'pytorch']",
17,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-09-06 14:08:00,2023-09-06 14:07:59,2189,65.0,587,88,229,370,501,4697,2023-08-11 22:49:06,1.12.2,1486.0,29.0,87,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",700.0,700.0,84,29,True,3,,,
18,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-09-07 16:20:51,2023-09-06 10:34:39,7303,28.0,762,83,2870,74,2173,3884,2023-08-17 09:13:00,1.17.1,588.0,8.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",507.0,507.0,199,29,True,3,,"['tensorflow', 'pytorch', 'onnx']",
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-09-05 15:11:17,2023-09-05 08:58:06,1417,36.0,467,75,702,269,411,4917,2023-09-04 09:40:42,0.5.2,877.0,36.0,41,Voil turns Jupyter notebooks into standalone web applications.,10131.0,10131.0,65,28,False,3,,,
20,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5743,391,242,391,361,20531,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,970.0,970.0,109,27,True,1,,,HumanSignal/labelImg
21,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-09-07 12:26:49,2023-09-05 21:14:18,751,40.0,612,271,971,239,311,6957,2023-08-29 23:19:47,2.9.13,,,93,Build and manage real-life data science projects with ease!.,519.0,519.0,72,27,True,3,,,
22,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-09-07 15:59:35,2023-09-07 15:59:29,5275,167.0,651,91,5372,43,820,1992,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,176,25,True,1,,['tensorflow'],
23,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,1.0,360,71,364,95,460,4081,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2560.0,2560.0,105,24,True,3,-1.0,,
