,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
10,dagster,data-workflows,dagster-io/dagster,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04,2023-08-03 18:00:44,2023-08-03 17:56:23,15206,841.0,983,100,9290,1556,4164,8049,2023-08-01 02:43:47,1.4.3,,,100,"An orchestration platform for the development, production, and observation of data assets.",1392.0,1392.0,330,33,True,2,,-1.0,
11,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-07-27 12:36:23,2023-05-04 09:47:52,4078,,2280,483,2272,91,876,16696,2023-05-04 09:55:49,3.3.0,,,56,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2176.0,2176.0,600,31,True,3,,,
12,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-08-03 17:43:22,2023-08-03 16:21:37,21910,180.0,551,162,6072,700,2387,5957,2023-08-03 17:17:12,2.6.8,20482.0,4096.0,100,Data-Centric Pipelines and Data Versioning.,,,183,31,True,3,,-1.0,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-08-03 07:53:56,2023-08-01 20:49:19,2569,160.0,597,66,2975,154,750,5389,2023-08-01 21:11:12,1.1.1,2084.0,40.0,87,Build Production-Grade AI Applications.,1145.0,1145.0,166,31,True,2,"['tensorflow', 'pytorch', 'onnx']",,
14,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-08-03 05:56:54,2023-08-01 23:11:24,3095,86.0,1208,124,3126,247,2673,5785,2023-07-28 00:48:38,2.36.0,198399.0,3480.0,57,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,105,29,True,2,"['tensorflow', 'pytorch']",,
15,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-08-01 09:19:47,2023-07-31 18:34:13,2168,78.0,578,86,226,369,481,4592,2023-08-01 09:19:47,1.12.1,1404.0,28.0,86,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",656.0,656.0,84,29,True,3,,,
16,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-08-02 02:13:59,2023-07-31 09:14:41,7295,30.0,756,83,2829,58,2170,3843,2023-07-13 09:37:01,1.17.0,490.0,7.0,60,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",495.0,495.0,199,29,True,2,"['tensorflow', 'pytorch', 'onnx']",,
17,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-08-03 06:49:01,2023-07-27 15:30:59,742,64.0,608,269,952,231,308,6880,2023-07-17 14:03:16,2.9.11,,,91,Build and manage real-life data science projects with ease!.,501.0,501.0,72,28,True,3,,,
18,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-08-03 13:03:23,2023-08-03 13:03:20,7746,155.0,2109,243,728,44,1385,5919,2023-07-24 04:28:54,2.13.0,,,100,"A flexible, high-performance serving system for machine learning models.",2.0,2.0,217,28,True,3,['tensorflow'],,
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-08-03 16:41:36,2023-08-03 12:32:53,1404,24.0,466,76,693,267,403,4861,2023-07-31 08:48:21,0.4.3,781.0,33.0,37,Voil turns Jupyter notebooks into standalone web applications.,10013.0,10013.0,65,28,False,3,,,
20,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5714,387,242,385,361,20329,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,944.0,944.0,109,27,True,1,,-1.0,HumanSignal/labelImg
21,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-08-03 15:56:37,2023-08-02 20:05:29,3460,70.0,746,55,1161,283,1063,3582,2023-06-14 23:54:09,0.8.1,4850.0,121.0,18,"Serve, optimize and scale PyTorch models in production.",,,165,26,True,3,['pytorch'],,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,1.0,359,71,364,94,459,4070,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2498.0,2498.0,105,25,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-08-03 17:43:02,2023-08-03 02:38:07,5204,138.0,646,92,5261,41,813,1980,2023-05-03 18:43:05,1.13.0,,,89,TFX is an end-to-end platform for deploying production ML pipelines.,,,175,25,True,1,['tensorflow'],,
