,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
14,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-11-16 17:22:42,2023-11-16 01:32:30,3590,126.0,764,56,1331,303,1155,3748,2023-10-13 00:21:43,0.9.0,5360.0,124.0,20,"Serve, optimize and scale PyTorch models in production.",540.0,540.0,178,31,True,2,['pytorch'],,
15,Streamlit,data-visualization,streamlit/streamlit,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52,2023-11-16 16:56:58,2023-11-15 23:43:14,5936,250.0,2462,306,3907,672,3048,28493,2023-11-13 20:42:41,1.28.2,,,69,Streamlit A faster way to build and share data apps.,,,204,30,True,3,['python'],-5.0,
16,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-11-16 16:42:50,2023-11-16 03:57:42,3210,92.0,1261,133,3319,281,2870,6379,2023-10-27 15:48:15,2.39.0,204639.0,3410.0,60,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,109,29,True,3,"['tensorflow', 'pytorch']",,
17,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-11-14 09:42:26,2023-11-14 09:42:02,2243,61.0,600,91,239,392,511,4850,2023-11-08 21:09:23,1.13.2,1775.0,33.0,90,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",789.0,789.0,88,29,True,3,,,
18,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-11-16 00:18:00,2023-11-03 13:46:45,804,61.0,635,275,1056,240,331,7152,2023-11-03 14:00:49,2.10.6,,,100,Build and manage real-life data science projects with ease!.,553.0,553.0,75,28,True,3,,,
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-11-14 12:51:36,2023-11-14 12:51:36,1433,22.0,475,77,716,273,421,4984,2023-10-31 09:04:25,0.5.5,972.0,37.0,44,Voil turns Jupyter notebooks into standalone web applications.,10460.0,10460.0,68,28,False,3,,,
20,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-11-02 14:35:48,2023-10-09 08:31:40,7304,6.0,778,86,2886,83,2180,3981,2023-08-17 09:13:00,1.17.1,724.0,10.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",518.0,518.0,200,28,True,3,"['tensorflow', 'pytorch', 'onnx']",,
21,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5808,394,242,398,363,20962,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1040.0,1040.0,109,27,False,1,,,HumanSignal/labelImg
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-11-13 07:23:02,2023-11-13 07:19:19,1344,2.0,360,71,366,95,460,4112,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2673.0,2673.0,105,26,True,3,,1.0,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-11-16 17:50:34,2023-11-15 19:25:35,5389,149.0,665,89,5561,35,842,2021,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,178,25,True,1,['tensorflow'],,
