,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
10,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-11-16 12:40:29,2023-10-25 23:50:29,4088,7.0,2285,479,2282,96,879,16929,2023-10-05 11:21:35,3.4.0,,,57,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2256.0,2256.0,607,31,True,3,,-1.0,
11,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-11-30 17:38:33,2023-11-30 15:23:04,22171,173.0,554,164,6474,700,2387,6004,2023-11-29 15:56:41,2.8.0,29033.0,4838.0,100,Data-Centric Pipelines and Data Versioning.,,,188,31,True,3,,-1.0,
12,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-11-28 20:02:22,2023-11-28 20:02:18,8102,299.0,2117,240,741,45,1397,5986,2023-11-21 22:22:47,2.14.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,222,31,True,2,['tensorflow'],,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-11-30 14:57:43,2023-11-29 14:10:00,2702,83.0,656,74,3132,161,786,5937,2023-11-20 04:07:45,1.1.10,2124.0,38.0,95,Build Production-Grade AI Applications.,1392.0,1392.0,187,31,True,2,"['tensorflow', 'pytorch', 'onnx']",,
14,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-11-29 17:48:16,2023-11-28 00:47:27,3599,110.0,767,57,1343,299,1164,3765,2023-10-13 00:21:43,0.9.0,5399.0,125.0,20,"Serve, optimize and scale PyTorch models in production.",554.0,554.0,181,31,True,2,['pytorch'],,
15,Streamlit,data-visualization,streamlit/streamlit,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52,2023-11-30 17:57:52,2023-11-29 23:33:35,5960,242.0,2500,305,3944,681,3060,28746,2023-11-13 20:42:41,1.28.2,,,69,Streamlit A faster way to build and share data apps.,,,210,30,True,3,['python'],-5.0,
16,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-11-30 13:14:02,2023-11-29 22:58:37,3224,97.0,1264,135,3346,297,2882,6454,2023-10-27 15:48:15,2.39.0,205218.0,3420.0,60,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,109,29,True,3,"['tensorflow', 'pytorch']",,
17,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-11-29 10:12:26,2023-11-29 10:12:19,2247,60.0,605,92,240,398,514,4883,2023-11-08 21:09:23,1.13.2,1803.0,34.0,90,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",820.0,820.0,88,29,True,3,,,
18,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-11-29 22:18:00,2023-11-29 15:32:51,808,59.0,643,277,1061,248,332,7175,2023-11-17 12:27:39,2.10.7,,,100,Build and manage real-life data science projects with ease!.,558.0,558.0,75,28,True,3,,,
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-11-29 22:04:45,2023-11-29 17:36:49,1435,21.0,476,77,719,275,421,4994,2023-10-31 09:04:25,0.5.5,983.0,37.0,44,Voil turns Jupyter notebooks into standalone web applications.,10502.0,10502.0,68,28,False,3,,,
20,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5817,393,242,398,363,21035,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1055.0,1055.0,109,27,False,1,,,HumanSignal/labelImg
21,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-11-28 23:59:48,2023-10-09 08:31:40,7304,2.0,785,86,2889,84,2180,4014,2023-08-17 09:13:00,1.17.1,754.0,10.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",521.0,521.0,202,27,True,3,"['tensorflow', 'pytorch', 'onnx']",-1.0,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-11-13 07:23:02,2023-11-13 07:19:19,1344,2.0,360,71,366,97,460,4116,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2699.0,2699.0,105,26,True,3,,1.0,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-11-30 17:58:45,2023-11-30 12:48:12,5414,145.0,667,89,5592,34,845,2025,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,178,25,True,1,['tensorflow'],,
