,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
10,Kubeflow,mlops-end2end,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2024-02-29 15:44:05,2024-02-29 15:44:04,2535,21.0,2168,365,3618,210,3630,13471,2023-11-01 13:36:46,1.8.0,79357.0,1117.0,89,Machine Learning Toolkit for Kubernetes.,41.0,41.0,304,33,True,1,,,
11,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2024-02-29 04:48:22,2024-01-23 10:42:08,4100,12.0,2302,476,2295,96,881,17159,2024-01-15 15:33:51,3.5.0,,,58,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2319.0,2319.0,614,32,True,3,,,
12,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2024-02-29 09:14:43,2024-02-29 09:14:42,2957,254.0,709,71,3310,195,796,6344,2024-02-20 14:38:13,1.2.4,1932.0,36.0,100,Build Production-Grade AI Applications.,1597.0,1597.0,194,32,True,2,"['tensorflow', 'pytorch', 'onnx']",1.0,
13,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2024-02-28 20:02:22,2024-02-28 20:02:19,8362,250.0,2117,239,747,50,1398,6059,2023-11-21 22:22:47,2.14.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,225,32,True,2,['tensorflow'],,
14,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2024-02-29 17:42:04,2024-02-29 00:38:43,22310,139.0,557,163,6689,702,2388,6055,2024-02-28 18:46:58,2.9.1,28330.0,3541.0,100,Data-Centric Pipelines and Data Versioning.,,,193,31,True,3,,,
15,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2024-02-29 09:17:31,2024-02-28 18:48:55,3689,90.0,782,57,1456,322,1198,3887,2023-10-13 00:21:43,0.9.0,5576.0,121.0,20,"Serve, optimize and scale PyTorch models in production.",609.0,609.0,184,31,True,3,['pytorch'],,
16,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2024-02-26 15:45:44,2024-02-26 15:45:43,2308,61.0,613,92,249,428,525,5090,2024-02-21 14:44:28,1.14.4,2136.0,38.0,95,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",957.0,957.0,91,30,True,3,,,
17,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2024-02-29 15:37:38,2024-02-27 20:00:36,3289,65.0,1322,136,3459,327,3001,6931,2024-01-30 01:16:56,2.42.0,208372.0,3307.0,63,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,114,29,True,3,"['tensorflow', 'pytorch']",,
18,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2024-02-17 21:47:07,2022-09-22 22:12:32,449,,5873,397,245,403,364,21487,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1169.0,1169.0,109,28,False,1,,,HumanSignal/labelImg
19,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2024-02-29 17:59:01,2024-02-29 16:59:01,861,53.0,670,277,1144,244,361,7406,2024-02-27 00:37:38,2.11.4,,,100,"Build and manage real-life ML, AI, and data science projects with ease!.",604.0,604.0,82,28,True,3,,1.0,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2024-02-21 02:14:24,2024-02-07 10:00:20,1443,7.0,477,77,729,283,426,5118,2023-10-31 09:04:25,0.5.5,1045.0,36.0,44,Voil turns Jupyter notebooks into standalone web applications.,10823.0,10823.0,68,27,False,3,,-1.0,
21,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,,2017-12-20 14:51:54,2024-02-29 16:44:51,2024-02-29 09:37:16,7319,15.0,810,85,3100,96,2185,4142,2024-02-29 16:44:51,1.18.1,918.0,12.0,68,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",536.0,536.0,204,27,False,3,"['tensorflow', 'pytorch', 'onnx']",-1.0,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2024-02-17 21:29:54,2023-11-13 07:19:19,1344,,365,71,367,97,460,4140,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2875.0,2875.0,105,27,True,3,,1.0,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2024-02-29 08:15:38,2024-02-29 07:50:24,5558,140.0,677,89,5780,31,852,2058,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,182,25,True,1,['tensorflow'],,
