,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
10,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-12-13 01:35:12,2023-12-13 01:35:09,8145,342.0,2116,240,741,45,1397,5993,2023-11-21 22:22:47,2.14.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,222,32,True,2,1.0,['tensorflow'],
11,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-12-14 13:11:59,2023-10-25 23:50:29,4088,5.0,2285,479,2283,96,879,16961,2023-10-05 11:21:35,3.4.0,,,57,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2265.0,2265.0,607,31,True,3,-1.0,,
12,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-12-14 17:53:38,2023-12-14 14:56:49,22188,163.0,554,164,6504,700,2387,6004,2023-12-13 20:13:34,2.8.2,24529.0,3504.0,100,Data-Centric Pipelines and Data Versioning.,,,188,31,True,3,-1.0,,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-12-14 10:14:22,2023-12-12 05:58:32,2707,74.0,660,77,3147,168,787,5979,2023-11-20 04:07:45,1.1.10,2125.0,37.0,95,Build Production-Grade AI Applications.,1420.0,1420.0,189,31,True,2,,"['tensorflow', 'pytorch', 'onnx']",
14,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-12-14 18:00:51,2023-12-14 00:55:38,3614,113.0,767,57,1369,305,1172,3784,2023-10-13 00:21:43,0.9.0,5438.0,123.0,20,"Serve, optimize and scale PyTorch models in production.",565.0,565.0,181,31,True,2,,['pytorch'],
15,Streamlit,data-visualization,streamlit/streamlit,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52,2023-12-14 14:47:08,2023-12-14 00:57:54,5980,219.0,2526,300,3969,681,3088,29001,2023-11-30 20:05:51,1.29.0,,,70,Streamlit A faster way to build and share data apps.,,,211,30,True,3,-5.0,['python'],
16,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-12-14 17:29:16,2023-12-13 22:11:42,3236,98.0,1270,134,3371,315,2889,6544,2023-12-01 23:32:35,2.40.0,205990.0,3376.0,61,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,110,29,True,3,,"['tensorflow', 'pytorch']",
17,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-12-13 15:52:13,2023-12-13 15:51:39,2256,62.0,605,91,240,404,515,4912,2023-11-08 21:09:23,1.13.2,1813.0,33.0,90,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",844.0,844.0,88,29,True,3,,,
18,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-12-07 01:59:46,2022-09-22 22:12:32,449,,5835,392,243,399,363,21108,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1069.0,1069.0,109,28,False,1,1.0,,HumanSignal/labelImg
19,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-12-14 00:05:54,2023-12-12 14:48:29,814,60.0,643,275,1068,247,334,7209,2023-12-04 21:08:28,2.10.8,,,100,Build and manage real-life data science projects with ease!.,566.0,566.0,76,28,True,3,,,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-12-11 10:23:30,2023-12-11 10:23:30,1439,19.0,476,77,722,278,424,5017,2023-10-31 09:04:25,0.5.5,984.0,36.0,44,Voil turns Jupyter notebooks into standalone web applications.,10591.0,10591.0,68,28,False,3,,,
21,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-12-13 13:43:38,2023-10-09 08:31:40,7304,1.0,787,85,2892,89,2181,4031,2023-08-17 09:13:00,1.17.1,784.0,11.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",523.0,523.0,202,27,True,3,-1.0,"['tensorflow', 'pytorch', 'onnx']",
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-11-13 07:23:02,2023-11-13 07:19:19,1344,2.0,361,71,366,97,460,4122,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2731.0,2731.0,105,26,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-12-14 11:09:27,2023-12-14 05:35:35,5437,135.0,670,89,5628,34,846,2033,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,178,25,True,1,,['tensorflow'],
