,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
10,Kubeflow,mlops-end2end,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2023-08-24 16:58:29,2023-08-22 18:44:09,2479,30.0,2099,364,3471,331,3412,12890,2023-03-29 15:38:55,1.7.0,79028.0,1215.0,81,Machine Learning Toolkit for Kubernetes.,41.0,41.0,294,33,True,1,,,
11,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2023-08-20 18:09:43,2023-08-20 18:09:42,4081,3.0,2281,481,2273,90,878,16738,2023-05-04 09:55:49,3.3.0,,,56,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2191.0,2191.0,600,31,True,3,,,
12,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-08-24 18:00:01,2023-08-24 15:18:03,21951,180.0,552,162,6152,700,2387,5966,2023-08-24 01:37:57,2.7.1,19182.0,3836.0,100,Data-Centric Pipelines and Data Versioning.,,,184,31,True,3,,,
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-08-24 08:44:55,2023-08-24 04:38:17,2604,156.0,606,68,3013,161,755,5517,2023-08-22 02:46:18,1.1.2,2108.0,40.0,88,Build Production-Grade AI Applications.,1218.0,1218.0,169,31,True,2,"['tensorflow', 'pytorch', 'onnx']",,
14,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-08-23 16:49:36,2023-08-17 01:02:08,7801,148.0,2108,243,731,45,1389,5929,2023-07-24 04:28:54,2.13.0,,,100,"A flexible, high-performance serving system for machine learning models.",11.0,11.0,218,30,True,2,['tensorflow'],2.0,
15,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-08-24 16:09:56,2023-08-23 22:07:16,3122,91.0,1213,126,3154,250,2727,5903,2023-07-28 00:48:38,2.36.0,199507.0,3500.0,57,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,106,29,True,3,"['tensorflow', 'pytorch']",,
16,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-08-24 15:30:12,2023-08-24 10:55:05,2184,68.0,585,87,228,364,497,4652,2023-08-11 22:49:06,1.12.2,1483.0,29.0,87,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",680.0,680.0,84,29,True,3,,,
17,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-08-24 17:06:15,2023-08-24 09:38:05,7299,29.0,759,83,2856,71,2171,3863,2023-08-17 09:13:00,1.17.1,574.0,8.0,61,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",504.0,504.0,199,29,True,3,"['tensorflow', 'pytorch', 'onnx']",,
18,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-08-22 14:02:10,2023-08-22 14:02:10,1412,32.0,466,76,698,268,410,4891,2023-08-17 09:01:40,0.5.0,841.0,36.0,39,Voil turns Jupyter notebooks into standalone web applications.,10075.0,10075.0,65,28,False,3,,,
19,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5733,389,242,388,361,20446,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,961.0,961.0,109,27,True,1,,,HumanSignal/labelImg
20,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-08-24 17:45:38,2023-08-24 17:45:37,744,41.0,609,269,959,235,308,6929,2023-07-17 14:03:16,2.9.11,,,91,Build and manage real-life data science projects with ease!.,512.0,512.0,72,27,True,3,,-1.0,
21,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-08-24 17:47:46,2023-08-24 17:36:18,3467,62.0,745,57,1176,280,1074,3612,2023-06-14 23:54:09,0.8.1,4871.0,121.0,18,"Serve, optimize and scale PyTorch models in production.",,,166,26,True,3,['pytorch'],,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,1.0,359,71,364,94,460,4078,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2533.0,2533.0,105,25,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-08-24 17:52:45,2023-08-24 15:00:59,5244,148.0,650,92,5335,43,815,1988,2023-05-03 18:43:05,1.13.0,,,89,TFX is an end-to-end platform for deploying production ML pipelines.,,,176,25,True,1,['tensorflow'],,
