,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
10,Luigi,data-workflows,spotify/luigi,https://github.com/spotify/luigi,https://github.com/spotify/luigi,Apache-2.0,2012-09-20 15:06:38,2024-01-08 12:41:14,2024-01-08 12:41:14,4097,11.0,2295,478,2290,96,880,17020,2023-10-05 11:21:35,3.4.0,,,57,"Luigi is a Python module that helps you build complex pipelines of batch jobs. It handles dependency resolution,..",2281.0,2281.0,613,32,True,3,,1.0,
11,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2024-01-11 14:02:23,2024-01-11 14:02:20,8179,251.0,2119,240,745,45,1397,6033,2023-11-21 22:22:47,2.14.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,222,32,True,2,['tensorflow'],,
12,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2024-01-11 05:42:37,2024-01-11 05:42:37,2717,52.0,675,73,3189,179,788,6090,2023-12-28 21:36:24,1.1.11,2125.0,37.0,97,Build Production-Grade AI Applications.,1455.0,1455.0,192,31,True,2,"['tensorflow', 'pytorch', 'onnx']",,
13,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2024-01-11 17:44:49,2024-01-11 17:44:49,22210,133.0,556,164,6543,701,2387,6032,2023-12-13 20:13:34,2.8.2,25513.0,3644.0,100,Data-Centric Pipelines and Data Versioning.,,,189,31,True,3,,,
14,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2024-01-10 23:51:37,2024-01-09 01:11:38,3632,74.0,776,57,1397,305,1185,3817,2023-10-13 00:21:43,0.9.0,5467.0,121.0,20,"Serve, optimize and scale PyTorch models in production.",583.0,583.0,181,31,True,2,['pytorch'],,
15,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2024-01-10 16:14:12,2024-01-10 12:07:19,2271,62.0,606,91,242,416,515,4976,2024-01-10 16:14:12,1.14.1,1900.0,34.0,92,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",887.0,887.0,88,30,True,3,,,
16,Streamlit,data-visualization,streamlit/streamlit,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52,2024-01-11 17:58:08,2024-01-11 17:58:08,6021,155.0,2605,303,4022,679,3137,29525,2023-11-30 20:05:51,1.29.0,,,70,Streamlit A faster way to build and share data apps.,,,216,29,True,3,['python'],,
17,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2024-01-11 17:11:46,2024-01-11 17:11:22,3254,87.0,1290,133,3399,332,2919,6693,2023-12-20 01:02:35,2.41.0,206150.0,3325.0,62,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,111,29,True,3,"['tensorflow', 'pytorch']",,
18,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2024-01-04 20:24:05,2022-09-22 22:12:32,449,,5848,395,244,399,364,21260,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1103.0,1103.0,109,28,False,1,,,HumanSignal/labelImg
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2024-01-11 08:23:01,2024-01-11 08:22:54,1442,16.0,476,77,725,280,423,5049,2023-10-31 09:04:25,0.5.5,1026.0,36.0,44,Voil turns Jupyter notebooks into standalone web applications.,10689.0,10689.0,68,28,False,3,,,
20,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2024-01-09 16:57:53,2023-10-09 08:31:40,7304,,792,85,2900,92,2182,4061,2023-08-17 09:13:00,1.17.1,814.0,11.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",530.0,530.0,202,28,True,3,"['tensorflow', 'pytorch', 'onnx']",1.0,
21,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2024-01-11 16:46:18,2024-01-11 16:46:17,819,38.0,651,275,1082,242,348,7264,2023-12-04 21:08:28,2.10.8,,,100,Build and manage real-life data science projects with ease!.,576.0,576.0,77,27,True,3,,-1.0,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-11-13 07:23:02,2023-11-13 07:19:19,1344,2.0,362,71,366,97,460,4127,2023-11-13 07:23:02,0.8.5,,,13,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2782.0,2782.0,105,26,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2024-01-11 14:53:14,2024-01-11 09:09:31,5476,111.0,673,88,5676,35,847,2041,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,179,25,True,1,['tensorflow'],,
