,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,labels,trending,updated_github_id
13,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-08-10 16:01:03,2023-08-10 11:17:48,2584,157.0,602,66,2992,152,753,5430,2023-08-01 21:11:12,1.1.1,2090.0,40.0,87,Build Production-Grade AI Applications.,1168.0,1168.0,168,31,True,2,"['tensorflow', 'pytorch', 'onnx']",,
14,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-08-10 13:02:36,2023-08-10 13:02:32,7778,171.0,2109,243,728,47,1385,5922,2023-07-24 04:28:54,2.13.0,,,100,"A flexible, high-performance serving system for machine learning models.",5.0,5.0,218,29,True,2,['tensorflow'],1.0,
15,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-08-10 16:50:45,2023-08-10 03:17:15,3105,89.0,1206,124,3137,238,2702,5832,2023-07-28 00:48:38,2.36.0,198824.0,3488.0,57,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,105,29,True,2,"['tensorflow', 'pytorch']",,
16,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-08-04 16:59:46,2023-08-04 16:54:55,2176,75.0,582,86,226,357,494,4610,2023-08-01 09:19:47,1.12.1,1408.0,28.0,86,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",667.0,667.0,84,29,True,3,,,
17,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-08-10 15:57:10,2023-08-10 11:09:05,7297,29.0,758,83,2838,64,2170,3851,2023-07-13 09:37:01,1.17.0,553.0,8.0,60,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",497.0,497.0,199,29,True,2,"['tensorflow', 'pytorch', 'onnx']",,
18,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-08-09 00:08:34,2023-08-09 00:08:33,743,59.0,610,268,952,233,308,6902,2023-07-17 14:03:16,2.9.11,,,91,Build and manage real-life data science projects with ease!.,503.0,503.0,72,28,True,3,,,
19,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-08-10 17:44:12,2023-08-10 17:44:12,1407,27.0,466,76,695,272,405,4873,2023-07-31 08:48:21,0.4.3,798.0,34.0,37,Voil turns Jupyter notebooks into standalone web applications.,10037.0,10037.0,65,28,False,3,,,
20,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5722,389,242,387,361,20360,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,949.0,949.0,109,27,True,1,,,HumanSignal/labelImg
21,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-08-10 17:06:59,2023-08-08 23:05:58,3463,67.0,745,55,1167,279,1071,3594,2023-06-14 23:54:09,0.8.1,4860.0,121.0,18,"Serve, optimize and scale PyTorch models in production.",,,166,26,True,3,['pytorch'],,
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,1.0,359,71,364,94,460,4073,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2513.0,2513.0,105,25,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-08-10 18:01:04,2023-08-09 20:12:32,5216,135.0,646,92,5280,43,813,1981,2023-05-03 18:43:05,1.13.0,,,89,TFX is an end-to-end platform for deploying production ML pipelines.,,,175,25,True,1,['tensorflow'],,
