,name,category,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,labels,updated_github_id
10,Kubeflow (Kubeflow Pipelines),data-workflows,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2023-10-26 15:48:19,2023-10-26 14:46:10,2510,42.0,2120,362,3568,176,3612,13074,2023-03-29 15:38:55,1.7.0,79131.0,1181.0,87,Machine Learning Toolkit for Kubernetes.,41.0,41.0,301,32,True,3,-1.0,,
11,Kubeflow,mlops-end2end,kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,https://github.com/kubeflow/kubeflow,Apache-2.0,2017-11-30 18:44:19,2023-10-26 15:48:19,2023-10-26 14:46:10,2510,42.0,2120,362,3568,176,3612,13074,2023-03-29 15:38:55,1.7.0,79131.0,1181.0,87,Machine Learning Toolkit for Kubernetes.,41.0,41.0,301,32,True,1,-1.0,,
12,Pachyderm,data-workflows,pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,https://github.com/pachyderm/pachyderm,Apache-2.0,2014-09-04 07:50:02,2023-10-26 18:01:19,2023-10-26 17:26:06,22114,212.0,556,163,6382,700,2387,5993,2023-10-19 17:23:33,2.6.11,26577.0,4429.0,100,Data-Centric Pipelines and Data Versioning.,,,188,32,True,3,,,
13,TensorFlow Serving,model-serving,tensorflow/serving,https://github.com/tensorflow/serving,https://github.com/tensorflow/serving,Apache-2.0,2016-01-26 21:48:20,2023-10-26 13:02:32,2023-10-26 13:02:30,7979,247.0,2114,240,738,45,1395,5963,2023-09-29 21:29:45,2.13.1,,,100,"A flexible, high-performance serving system for machine learning models.",22.0,22.0,222,31,True,2,1.0,['tensorflow'],
14,BentoML,model-serving,bentoml/BentoML,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27,2023-10-26 07:31:12,2023-10-25 23:27:44,2671,105.0,644,73,3094,167,767,5827,2023-10-12 18:24:57,1.1.7,2115.0,39.0,92,Build Production-Grade AI Applications.,1332.0,1332.0,180,31,True,2,,"['tensorflow', 'pytorch', 'onnx']",
15,TorchServe,model-serving,pytorch/serve,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43,2023-10-26 17:38:07,2023-10-25 20:45:18,3566,110.0,759,56,1303,311,1122,3700,2023-10-13 00:21:43,0.9.0,5334.0,127.0,20,"Serve, optimize and scale PyTorch models in production.",525.0,525.0,176,31,True,2,1.0,['pytorch'],
16,Triton Inference Server,model-serving,triton-inference-server/server,https://github.com/triton-inference-server/server,https://github.com/triton-inference-server/server,BSD-3-Clause,2018-10-04 21:10:30,2023-10-26 17:40:24,2023-10-26 17:40:23,3180,86.0,1243,132,3273,257,2844,6262,2023-09-27 21:40:36,2.38.0,203583.0,3450.0,59,The Triton Inference Server provides an optimized cloud and edge inferencing solution.,,,106,29,True,3,,"['tensorflow', 'pytorch']",
17,ClearML,mlops-experimentation-tracking,allegroai/clearml,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32,2023-10-25 08:24:36,2023-10-24 15:45:18,2223,58.0,602,90,237,389,507,4813,2023-09-25 21:43:22,1.13.1,1677.0,32.0,89,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",765.0,765.0,87,29,True,3,,,
18,Seldon,model-serving,SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,Apache-2.0,2017-12-20 14:51:54,2023-10-25 21:48:21,2023-10-09 08:31:40,7304,10.0,774,85,2885,82,2178,3949,2023-08-17 09:13:00,1.17.1,684.0,9.0,62,"An MLOps framework to package, deploy, monitor and manage thousands of production machine learning models.",515.0,515.0,200,29,True,3,,"['tensorflow', 'pytorch', 'onnx']",
19,Metaflow,data-workflows,Netflix/metaflow,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25,2023-10-26 17:54:42,2023-10-26 17:54:20,796,54.0,632,275,1045,238,326,7083,2023-10-18 10:45:01,2.10.3,,,98,Build and manage real-life data science projects with ease!.,541.0,541.0,75,28,True,3,,,
20,voila,data-visualization,voila-dashboards/voila,https://github.com/voila-dashboards/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42,2023-10-25 09:03:40,2023-10-25 09:03:40,1428,36.0,473,77,712,271,418,4963,2023-09-18 07:11:18,0.5.4,949.0,37.0,43,Voil turns Jupyter notebooks into standalone web applications.,10388.0,10388.0,67,28,False,3,,,
21,Labelimg,data-labelling,heartexlabs/labelImg,https://github.com/HumanSignal/labelImg,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,449,,5791,393,242,395,363,20820,2018-12-03 05:40:38,1.8.1,,,2,LabelImg is now part of the Label Studio community. The popular image annotation tool created by Tzutalin is no longer..,1013.0,1013.0,109,27,False,1,,,HumanSignal/labelImg
22,sacred,mlops-experimentation-tracking,IDSIA/sacred,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29,2023-06-19 05:07:43,2023-06-19 05:07:42,1342,,360,71,364,95,460,4105,2023-01-25 17:03:54,0.8.4,,,12,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",2633.0,2633.0,105,25,True,3,,,
23,TFX,model-training,tensorflow/tfx,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36,2023-10-26 17:51:14,2023-10-18 20:24:26,5372,177.0,659,89,5510,41,833,2015,2023-09-06 18:31:57,1.14.0,,,91,TFX is an end-to-end platform for deploying production ML pipelines.,,,178,25,True,1,,['tensorflow'],
